date,store_id,region,day_of_week,total_sales,nb_customers
2020-06-07,20,New York,5,2647.9162650042017,106
2020-06-01,21,New York,0,926.4405203014358,39
2020-06-02,21,New York,1,802.9988310276467,45
2020-06-03,21,New York,2,1123.329544662766,53
2020-06-04,21,New York,3,1124.2786712567602,66
2020-06-05,21,New York,4,1485.5815271772162,92
2020-06-06,21,New York,5,2157.0081502880103,104
2020-06-07,21,New York,6,1907.9769631140452,102
2020-06-01,22,California,0,2840.5136471469864,170
2020-06-02,22,California,1,2916.2767186227325,170
2020-06-03,22,California,2,3008.178498805952,175
2020-06-04,22,California,3,3113.687065236333,176
2020-06-05,22,California,4,3683.2810173857197,184
2020-06-06,22,California,4,3733.9084480760293,162
2020-06-07,22,California,6,2822.523200125749,262
2020-06-01,23,New York,0,861.7964215449933,44
2020-06-02,23,New York,1,830.0003319589769,49
2020-06-03,23,New York,2,980.7693354959945,53
2020-06-04,23,New York,2,1033.8481767691167,69
2020-06-05,23,New York,4,1500.8632324523905,98
2020-06-06,23,New York,4,1826.732947073393,142
2020-06-07,23,New York,5,2548.1951740677423,115
2020-06-01,24,California,0,2803.034025725266,169
2020-06-02,24,California,1,2865.90839740046,172
2020-06-03,24,California,2,3041.106427085615,172
2020-06-04,24,California,2,2941.0651366813872,185
2020-06-05,24,California,3,3689.298521834108,207
2020-06-06,24,California,5,3482.8037226520623,243
2020-06-07,24,California,4,2738.4957186692714,334
2020-06-01,25,California,0,2850.860521770375,167
2020-06-02,25,California,1,2936.7176347713075,166
2020-06-03,25,California,2,3021.473523815902,166
2020-06-04,25,California,3,3394.4627014200582,190
2020-06-05,25,California,3,3616.2410190507862,227
2020-06-06,25,California,4,4872.518089500636,182
2020-06-07,25,California,5,2138.461791242965,208
2020-06-01,26,New York,0,817.0534362625624,48
2020-06-02,26,New York,1,913.2526120033428,49
2020-06-03,26,New York,2,926.795762834118,61
2020-06-04,26,New York,3,1113.7633807094558,62
2020-06-05,26,New York,4,1351.5386308268207,97
2020-06-06,26,New York,5,1827.4984898497025,115
2020-06-07,26,New York,5,2533.9422878491105,67
2020-06-01,27,California,0,2854.352798552942,165
2020-06-02,27,California,0,2926.8078047007893,171
2020-06-03,27,California,2,2969.8010775480025,184
2020-06-04,27,California,2,3394.9097184272223,188
2020-06-05,27,California,4,2807.7410938894704,176
2020-06-06,27,California,4,1981.8448847179993,177
2020-06-07,27,California,6,4359.473392718679,195
2020-06-01,28,California,0,2901.770145022227,167
2020-06-02,28,California,1,2971.2177239572893,171
2020-06-03,28,California,2,3044.5520146503513,174
2020-06-04,28,California,2,3390.0091288597605,172
2020-06-05,28,California,4,2989.4372584775183,227
2020-06-06,28,California,4,4037.177059526006,242
2020-06-07,28,California,5,1636.3867941843937,148
2020-06-01,29,California,0,2784.5388888318216,175
2020-06-02,29,California,1,2916.44917931832,172
2020-06-03,29,California,2,3003.2467366016413,180
2020-06-04,29,California,2,3357.8311570379824,176
2020-06-05,29,California,4,3567.2188048145963,226
2020-06-06,29,California,6,6009.167550888213,179
2020-06-07,29,California,6,5814.263114668829,227
2020-06-01,30,New York,0,876.0513127151003,49
2020-06-02,30,New York,1,738.6465137311068,50
2020-06-03,30,New York,2,918.0148424846561,57
2020-06-04,30,New York,3,1190.6143214212789,64
2020-06-05,30,New York,4,1669.1669488231546,90
2020-06-06,30,New York,5,2692.6205808747022,95
2020-06-07,30,New York,6,4104.189860258319,161
2020-06-01,31,New York,0,757.8360263406717,43
2020-06-02,31,New York,1,805.3870594874502,49
2020-06-03,31,New York,2,971.9768387310583,51
2020-06-04,31,New York,2,1166.990483785578,75
2020-06-05,31,New York,4,1378.4524717927834,77
2020-06-06,31,New York,4,2268.4458638269866,86
2020-06-07,31,New York,5,2340.0000714285716,160
2020-06-01,32,New York,0,815.0360715225872,51
2020-06-02,32,New York,1,809.7297495139896,52
2020-06-03,32,New York,2,912.247974405027,58
2020-06-04,32,New York,2,1012.1814507229712,78
2020-06-05,32,New York,4,1778.373343148212,92
2020-06-06,32,New York,5,1635.2853610157276,112
2020-06-07,32,New York,4,1664.5745290146097,114
2020-06-01,33,California,0,2873.7203159847827,161
2020-06-02,33,California,1,2904.520450284089,170
2020-06-03,33,California,2,2943.1648613410916,176
2020-06-04,33,California,2,3064.655227233062,191
2020-06-05,33,California,3,3434.851699210246,190
2020-06-06,33,California,4,3532.608669944167,167
2020-06-07,33,California,4,4038.714072761247,308
2020-06-01,34,New York,0,808.7606780114074,51
2020-06-02,34,New York,1,800.2475494415883,49
2020-06-03,34,New York,2,1023.877675123523,54
2020-06-04,34,New York,2,1153.3007448504256,68
2020-06-05,34,New York,4,1191.9709936299168,90
2020-06-06,34,New York,5,1995.592226780752,161
2020-06-07,34,New York,5,3526.881133782173,156
2020-06-01,35,New York,0,787.9897991530981,46
2020-06-02,35,New York,1,813.4623763925306,48
2020-06-03,35,New York,1,1038.6689867022264,50
2020-06-04,35,New York,2,1052.416189290094,70
2020-06-05,35,New York,4,1440.3947328099814,92
2020-06-06,35,New York,5,2879.8962987715145,127
2020-06-07,35,New York,5,3154.2312985737826,146
2020-06-01,36,New York,0,875.6111299773124,47
2020-06-02,36,New York,1,976.1803328221376,44
2020-06-03,36,New York,2,952.3266405755767,50
2020-06-04,36,New York,2,1201.01273201476,68
2020-06-05,36,New York,4,1575.2292886089454,84
2020-06-06,36,New York,5,2070.912360889727,126
2020-06-07,36,New York,5,1983.3974494029437,129
2020-06-01,37,New York,0,769.8212427034211,46
2020-06-02,37,New York,1,912.559421823747,49
2020-06-03,37,New York,2,999.3072214417621,59
2020-06-04,37,New York,3,1160.47407767272,75
2020-06-05,37,New York,4,1488.2379658413179,93
2020-06-06,37,New York,5,2284.1725811578494,110
2020-06-07,37,New York,6,2578.7347169783557,103
2020-06-01,38,New York,0,864.6931754363475,43
2020-06-02,38,New York,1,890.5486112357378,41
2020-06-03,38,New York,2,859.859394338911,60
2020-06-04,38,New York,2,1232.3503676530238,68
2020-06-05,38,New York,4,1568.502624106602,108
2020-06-06,38,New York,5,1602.467059995856,153
2020-06-07,38,New York,5,1777.3588028330446,120
2020-06-01,39,New York,0,732.5840983696742,45
2020-06-02,39,New York,1,812.8453395002705,43
2020-06-03,39,New York,2,1012.0387679153803,51
2020-06-04,39,New York,3,1127.78995149244,71
2020-06-05,39,New York,4,1507.9401183915477,95
2020-06-06,39,New York,5,2632.8194685581216,119
2020-06-07,39,New York,4,663.5576987192869,156
2020-06-01,40,California,0,2930.5366657574286,167
2020-06-02,40,California,1,2890.812056583037,176
2020-06-03,40,California,2,2946.5229284153456,179
2020-06-04,40,California,2,3205.2745736344073,195
2020-06-05,40,California,3,3256.73432070233,178
2020-06-06,40,California,4,3466.6417216387554,264
2020-06-07,40,California,6,4592.000621329473,103
2020-06-01,41,California,0,2771.2657613788533,168
2020-06-02,41,California,1,2899.942396388723,175
2020-06-03,41,California,2,2899.3307641482656,168
2020-06-04,41,California,2,3089.1822344880734,184
2020-06-05,41,California,3,3445.6824122104995,208
2020-06-06,41,California,4,4590.98859156224,262
2020-06-07,41,California,6,5676.598055548995,225
2020-06-01,42,California,0,2936.8672215857173,171
2020-06-02,42,California,1,2972.172220334365,174
2020-06-03,42,California,2,3133.650314771715,177
2020-06-04,42,California,3,2982.955302661312,188
2020-06-05,42,California,4,3516.7392175026307,168
2020-06-06,42,California,4,4410.071394208206,188
2020-06-07,42,California,5,3579.849510946193,276
2020-06-01,43,California,0,2878.281040125659,163
2020-06-02,43,California,1,2971.947665769144,170
2020-06-03,43,California,2,2968.808155840046,169
2020-06-04,43,California,2,3317.0013488730237,193
2020-06-05,43,California,4,3395.4105727400856,185
2020-06-06,43,California,4,3877.1985293172124,192
2020-06-07,43,California,4,3179.797812148418,244
2020-06-01,44,California,0,2814.2627651792463,161
2020-06-02,44,California,1,2879.842879890471,170
2020-06-03,44,California,2,3007.9505271060425,169
2020-06-04,44,California,3,3201.4902015734456,187
2020-06-05,44,California,3,2928.616654487345,216
2020-06-06,44,California,4,3528.062346585191,243
2020-06-07,44,California,5,3126.694423295495,239
2020-06-01,45,California,0,2848.0151643742283,162
2020-06-02,45,California,1,2978.950978706342,175
2020-06-03,45,California,2,2979.7153010774055,170
2020-06-04,45,California,3,3217.7676180542812,177
2020-06-05,45,California,4,3778.910438220333,235
2020-06-06,45,California,5,3362.1699417677355,157
2020-06-07,45,California,4,4082.341956336259,170
2020-06-01,46,California,0,2810.464271286155,165
2020-06-02,46,California,1,2885.581992467939,170
2020-06-03,46,California,1,3166.889829944983,170
2020-06-04,46,California,2,3336.331591641786,189
2020-06-05,46,California,4,3607.1340064196556,232
2020-06-06,46,California,5,2938.130654833579,179
2020-06-07,46,California,4,6401.592693224136,210
2020-06-01,47,New York,0,764.6446323380881,43
2020-06-02,47,New York,1,902.6299257944111,49
2020-06-03,47,New York,2,970.9154348544535,48
2020-06-04,47,New York,2,1102.3518245496596,60
2020-06-05,47,New York,4,1718.677952794636,100
2020-06-06,47,New York,4,2216.1427469967953,146
2020-06-07,47,New York,6,2926.6716074753613,207
2020-06-01,48,New York,0,759.0726106731261,41
2020-06-02,48,New York,1,848.7850884516026,48
2020-06-03,48,New York,2,946.6505706462328,49
2020-06-04,48,New York,3,1148.2976412423193,63
2020-06-05,48,New York,4,1517.8608972405568,91
2020-06-06,48,New York,4,1462.4720729182454,103
2020-06-07,48,New York,5,2214.855576866904,47
2020-06-01,49,New York,0,826.3066185734151,43
2020-06-02,49,New York,1,858.985863132712,48
2020-06-03,49,New York,2,1033.338535538484,64
2020-06-04,49,New York,3,1277.6397457983455,67
2020-06-05,49,New York,4,1449.8073349146525,85
2020-06-06,49,New York,5,1963.6183067160664,109
2020-06-07,49,New York,5,1679.729172669339,88
2020-06-01,50,New York,0,658.8357764798054,137
2020-06-02,50,New York,1,1048.1078100853213,53
2020-06-03,50,New York,2,991.3077788742471,60
2020-06-04,50,New York,3,1188.9156567940556,73
2020-06-05,50,New York,4,1693.0709217658414,102
2020-06-06,50,New York,5,1629.7618766108262,120
2020-06-07,50,New York,4,1595.188005210557,88
2020-06-01,51,New York,0,779.5860188932998,41
2020-06-02,51,New York,0,737.3305681889562,50
2020-06-03,51,New York,2,981.6353350583911,53
2020-06-04,51,New York,3,989.3301644765625,56
2020-06-05,51,New York,4,1406.2797337821212,89
2020-06-06,51,New York,5,2077.1123333567184,154
2020-06-07,51,New York,5,1118.9991284261266,116
2020-06-01,52,California,0,2910.8122669630047,168
2020-06-02,52,California,1,2850.97851752328,170
2020-06-03,52,California,2,3008.351796350851,179
2020-06-04,52,California,3,3222.674483991578,178
2020-06-05,52,California,3,3585.7657566279036,223
2020-06-06,52,California,4,3592.1284614172378,223
2020-06-07,52,California,5,4166.1683150082345,214
2020-06-01,53,New York,0,768.6521642154185,43
2020-06-02,53,New York,1,778.3978323460203,53
2020-06-03,53,New York,2,878.4049514033663,54
2020-06-04,53,New York,2,1173.9437252389785,72
2020-06-05,53,New York,4,1621.8027422851428,90
2020-06-06,53,New York,4,2667.691118838358,96
2020-06-07,53,New York,6,2527.141858566841,123
2020-06-01,54,New York,0,775.0159848038343,47
2020-06-02,54,New York,1,693.2917916020544,47
2020-06-03,54,New York,2,957.9837419205294,55
2020-06-04,54,New York,2,876.8101955656398,75
2020-06-05,54,New York,3,1505.6317393035388,67
2020-06-06,54,New York,5,1276.9167777307528,110
2020-06-07,54,New York,6,2464.8392293149286,142
2020-06-01,55,California,0,2881.230166836417,166
2020-06-02,55,California,1,2929.601695864286,172
2020-06-03,55,California,2,3068.542950183979,180
2020-06-04,55,California,3,3089.347581964514,185
2020-06-05,55,California,4,3340.957136735573,190
2020-06-06,55,California,4,2615.22941906366,171
2020-06-07,55,California,5,3135.2645970933736,206
2020-06-01,56,New York,0,760.3253740922671,38
2020-06-02,56,New York,1,769.6050566313138,51
2020-06-03,56,New York,2,925.9852742760431,55
2020-06-04,56,New York,3,1200.6839897102716,66
2020-06-05,56,New York,4,1614.7956635260434,94
2020-06-06,56,New York,4,2026.9936721790089,99
2020-06-07,56,New York,5,2634.144793786304,149
2020-06-01,57,California,0,2762.660649122224,161
2020-06-02,57,California,1,2903.3533941819223,171
2020-06-03,57,California,2,2943.582449147472,170
2020-06-04,57,California,2,3430.1148531580448,192
2020-06-05,57,California,3,3619.0766829424097,204
2020-06-06,57,California,4,4605.055052162401,199
2020-06-07,57,California,4,2060.5042567917226,255
2020-06-01,58,New York,0,802.7235076042016,41
2020-06-02,58,New York,1,873.369768571657,42
2020-06-03,58,New York,2,903.9429423639717,57
2020-06-04,58,New York,2,1121.5384081866348,62
2020-06-05,58,New York,4,1355.9790230104643,87
2020-06-06,58,New York,5,1907.3870540869625,122
2020-06-07,58,New York,5,2490.963781905371,202
2020-06-01,59,California,0,2920.273266852851,160
2020-06-02,59,California,1,2950.2334485245774,172
2020-06-03,59,California,2,2340.0000714285716,183
2020-06-04,59,California,2,3010.737793212491,177
2020-06-05,59,California,3,3291.8421019632615,202
2020-06-06,59,California,4,3347.2821135684526,264
2020-06-07,59,California,4,2627.271610917026,190
2020-06-01,60,New York,0,774.2667257203757,46
2020-06-02,60,New York,1,796.5983285444152,48
2020-06-03,60,New York,2,950.3205733013053,58
2020-06-04,60,New York,3,1151.5262058856367,70
2020-06-05,60,New York,4,1452.3029590360834,97
2020-06-06,60,New York,5,1720.3112037006858,91
2020-06-07,60,New York,5,3873.052359403963,124
2020-06-01,61,New York,0,717.2157791907716,49
2020-06-02,61,New York,1,897.6024140813893,49
2020-06-03,61,New York,2,1045.8529196157983,56
2020-06-04,61,New York,3,1241.788144974479,72
2020-06-05,61,New York,4,1663.9020508554704,111
2020-06-06,61,New York,5,2363.7359248314733,99
2020-06-07,61,New York,5,1299.1814326098815,8
2020-06-01,62,California,0,2840.5854767128803,174
2020-06-02,62,California,1,2948.488408498015,174
2020-06-03,62,California,2,3052.9752516566396,177
2020-06-04,62,California,3,3203.2450745794167,190
2020-06-05,62,California,4,3792.373112042331,187
2020-06-06,62,California,5,3111.2399783749624,240
2020-06-07,62,California,5,4512.610679806912,187
2020-06-01,63,New York,0,726.5730097660064,44
2020-06-02,63,New York,1,887.1083237166401,51
2020-06-03,63,New York,2,911.868044817659,62
2020-06-04,63,New York,3,1027.0522629862562,64
2020-06-05,63,New York,4,1411.714163472803,83
2020-06-06,63,New York,4,2224.5139947396137,81
2020-06-07,63,New York,5,2969.0652777909686,186
2020-06-01,64,California,0,2836.6404993215756,163
2020-06-02,64,California,1,2913.454758138583,174
2020-06-03,64,California,1,2921.4718791478012,174
2020-06-04,64,California,2,3263.994755590451,183
2020-06-05,64,California,3,3655.3259266640684,210
2020-06-06,64,California,5,4114.876286489802,264
2020-06-07,64,California,6,5018.582884108597,174
2020-06-01,65,California,0,2914.701663612545,161
2020-06-02,65,California,1,2900.9316917496635,172
2020-06-03,65,California,1,3036.7133168880646,173
2020-06-04,65,California,2,3382.9383100781106,205
2020-06-05,65,California,3,3196.561298604282,198
2020-06-06,65,California,4,3386.933358953213,137
2020-06-07,65,California,5,3502.517381880324,213
2020-06-01,66,New York,0,807.0560159641193,47
2020-06-02,66,New York,1,852.8795131824315,55
2020-06-03,66,New York,2,986.447637023502,56
2020-06-04,66,New York,2,1140.7337787413794,68
2020-06-05,66,New York,4,1834.2493532446333,90
2020-06-06,66,New York,5,2275.721762993007,127
2020-06-07,66,New York,4,2643.819748150094,98
2020-06-01,67,New York,0,847.1804298970246,48
2020-06-02,67,New York,1,878.8945082505256,44
2020-06-03,67,New York,2,923.5243794010346,49
2020-06-04,67,New York,3,973.5657366236051,71
2020-06-05,67,New York,4,1788.8427813269964,84
2020-06-06,67,New York,5,2011.2081836183816,141
2020-06-07,67,New York,5,1936.3379606204392,118
2020-06-01,68,New York,0,786.8788816922365,51
2020-06-02,68,New York,1,870.8588022128506,49
2020-06-03,68,New York,2,816.3534118135901,54
2020-06-04,68,New York,2,1069.7785809031382,62
2020-06-05,68,New York,3,1566.952569969592,85
2020-06-06,68,New York,5,2182.1177790073516,136
2020-06-07,68,New York,6,3937.6306260145766,88
2020-06-01,69,California,0,2779.289193626628,162
2020-06-02,69,California,1,2924.346491401125,169
2020-06-03,69,California,1,3186.5095528380416,171
2020-06-04,69,California,3,3448.933641522667,192
2020-06-05,69,California,3,3392.0320028577025,176
2020-06-06,69,California,5,4220.355144769628,214
2020-06-07,69,California,7,4738.54688324125,213
2020-06-01,70,New York,0,840.3665238539695,46
2020-06-02,70,New York,1,775.5765343675762,50
2020-06-03,70,New York,2,953.4096630593922,56
2020-06-04,70,New York,2,1001.6999130978927,62
2020-06-05,70,New York,4,1524.7671356576343,89
2020-06-06,70,New York,5,1741.0115780045112,143
2020-06-07,70,New York,6,846.7392708350403,131
2020-06-01,71,New York,0,809.4463365472011,46
2020-06-02,71,New York,0,814.0845738555442,49
2020-06-03,71,New York,2,1085.3464886428058,54
2020-06-04,71,New York,3,1223.7801938551452,67
2020-06-05,71,New York,4,1519.2084338442119,96
2020-06-06,71,New York,4,2919.5644903548305,101
2020-06-07,71,New York,4,1426.809739513637,74
2020-06-01,72,California,0,2889.13835796027,172
2020-06-02,72,California,1,2898.7509321816406,169
2020-06-03,72,California,2,3074.3287868479997,177
2020-06-04,72,California,3,3257.7584847845783,204
2020-06-05,72,California,4,3613.7760794041064,196
2020-06-06,72,California,4,2037.3790418707208,248
2020-06-07,72,California,6,4085.9095844255726,209
2020-06-01,73,California,0,2917.9587160011706,167
2020-06-02,73,California,1,2895.710588895942,173
2020-06-03,73,California,2,2972.3842221599157,175
2020-06-04,73,California,2,3281.656669519528,181
2020-06-05,73,California,4,4079.672685982716,217
2020-06-06,73,California,4,2558.3309883210554,227
2020-06-07,73,California,5,4207.694312062822,166
2020-06-01,74,California,0,2743.594292836318,168
2020-06-02,74,California,0,2903.070016083855,167
2020-06-03,74,California,1,2965.3140310152494,180
2020-06-04,74,California,3,3077.7404122781822,185
2020-06-05,74,California,3,3878.7257793104873,173
2020-06-06,74,California,4,3699.8269230206242,221
2020-06-07,74,California,5,4486.8185656054175,192
2020-06-01,75,New York,0,795.5478037088585,50
2020-06-02,75,New York,1,866.8844653582053,45
2020-06-03,75,New York,2,1033.9261432299604,55
2020-06-04,75,New York,3,1195.1515091752724,60
2020-06-05,75,New York,4,1519.265548809714,78
2020-06-06,75,New York,5,2337.18417810193,132
2020-06-07,75,New York,5,1268.178257746401,125
2020-06-01,76,New York,0,839.5701222593029,48
2020-06-02,76,New York,1,860.6684881481337,47
2020-06-03,76,New York,2,966.2255918385752,51
2020-06-04,76,New York,2,1067.065097010977,72
2020-06-05,76,New York,4,1334.2120842592808,94
2020-06-06,76,New York,4,2036.728809955776,90
2020-06-07,76,New York,5,1976.3066159752634,116
2020-06-01,77,California,0,2747.607787264992,163
2020-06-02,77,California,0,2856.818853998704,166
2020-06-03,77,California,2,3004.427600717446,176
2020-06-04,77,California,3,3309.85416759171,194
2020-06-05,77,California,4,2763.9410983060834,197
2020-06-06,77,California,4,3158.940947023364,225
2020-06-07,77,California,5,2801.6557349094173,191
2020-06-01,78,New York,0,662.3735569436792,39
2020-06-02,78,New York,1,825.2279198110418,47
2020-06-03,78,New York,2,937.2067261672698,57
2020-06-04,78,New York,3,1302.8208902650886,69
2020-06-05,78,New York,4,1561.4957545598306,104
2020-06-06,78,New York,5,1125.8441373685882,101
2020-06-07,78,New York,5,1951.8302381035905,144
2020-06-01,79,New York,0,760.2213258278853,41
2020-06-02,79,New York,1,815.9467030482576,52
2020-06-03,79,New York,2,1009.3403473108242,58
2020-06-04,79,New York,2,1071.408484411943,73
2020-06-05,79,New York,4,1700.1920212436166,90
2020-06-06,79,New York,5,1641.1438640949532,86
2020-06-07,79,New York,6,3055.4742929127588,174
2020-06-01,80,New York,0,738.4465067456861,43
2020-06-02,80,New York,1,808.6729483085974,45
2020-06-03,80,New York,2,943.8487991517209,52
2020-06-04,80,New York,2,999.7719517593503,59
2020-06-05,80,New York,4,1342.5344111861045,91
2020-06-06,80,New York,4,2272.2761405595493,102
2020-06-07,80,New York,5,2206.6308039051187,116
2020-06-01,81,California,0,2839.2104984255557,167
2020-06-02,81,California,1,2855.7383071941017,175
2020-06-03,81,California,1,3083.755894340735,173
2020-06-04,81,California,2,3159.6844178990855,177
2020-06-05,81,California,3,3973.8868434804963,180
2020-06-06,81,California,4,5024.848653852696,173
2020-06-07,81,California,5,5142.641052375106,235
2020-06-01,82,California,0,2889.9201495607085,171
2020-06-02,82,California,1,2902.0579514479005,172
2020-06-03,82,California,2,3007.2889279879514,170
2020-06-04,82,California,2,3012.57021425465,196
2020-06-05,82,California,3,3748.7494127138752,174
2020-06-06,82,California,4,3997.7977204300023,183
2020-06-07,82,California,4,2020.950853038951,200
